latency_us exceedance
2287.46 8.091908e-02
2290.80 7.992008e-02
2293.64 7.892108e-02
2298.21 7.792208e-02
2298.94 7.692308e-02
2303.82 7.592408e-02
2305.32 7.492507e-02
2305.65 7.392607e-02
2307.81 7.292707e-02
2321.94 7.192807e-02
2344.89 7.092907e-02
2347.66 6.993007e-02
2354.59 6.893107e-02
2355.20 6.793207e-02
2357.47 6.693307e-02
2373.69 6.593407e-02
2382.24 6.493506e-02
2383.41 6.393606e-02
2384.66 6.293706e-02
2388.72 6.193806e-02
2396.08 6.093906e-02
2403.20 5.994006e-02
2410.57 5.894106e-02
2419.59 5.794206e-02
2423.59 5.694306e-02
2434.41 5.594406e-02
2437.73 5.494505e-02
2442.45 5.394605e-02
2454.71 5.294705e-02
2461.31 5.194805e-02
2463.13 5.094905e-02
2465.89 4.995005e-02
2467.15 4.895105e-02
2481.89 4.795205e-02
2482.70 4.695305e-02
2486.35 4.595405e-02
2525.82 4.495504e-02
2535.98 4.395604e-02
2555.35 4.295704e-02
2556.50 4.195804e-02
2559.91 4.095904e-02
2560.19 3.996004e-02
2590.69 3.896104e-02
2596.00 3.796204e-02
2600.35 3.696304e-02
2627.65 3.596404e-02
2648.90 3.496503e-02
2667.10 3.396603e-02
2688.12 3.296703e-02
2696.06 3.196803e-02
2731.26 3.096903e-02
2738.48 2.997003e-02
2741.18 2.897103e-02
2750.26 2.797203e-02
2754.29 2.697303e-02
2770.64 2.597403e-02
2781.84 2.497502e-02
2784.16 2.397602e-02
2802.82 2.297702e-02
2806.00 2.197802e-02
2824.25 2.097902e-02
2830.19 1.998002e-02
2834.61 1.898102e-02
2869.11 1.798202e-02
2902.14 1.698302e-02
2916.62 1.598402e-02
2917.75 1.498501e-02
2925.99 1.398601e-02
2936.20 1.298701e-02
2957.52 1.198801e-02
3072.10 1.098901e-02
3113.91 9.990010e-03
3249.15 8.991009e-03
3267.62 7.992008e-03
3337.28 6.993007e-03
3396.52 5.994006e-03
3515.48 4.995005e-03
3529.66 3.996004e-03
3744.53 2.997003e-03
3908.37 1.998002e-03
4235.06 9.990010e-04
